CLIENT ID,CLIENT_SEGMENT,AVG CONSO,AVG BASKET SIZE,RECEIVED_COMMUNICATION
33627582,4,"6,67",80,1
33682535,6,"170,83",410,1
33682540,2,"83,33","333,33",1
33682543,5,"6,67",40,1
33690984,2,100,300,1
33691136,3,"66,67","88,89",1
33701111,4,"33,33",100,1
33701114,1,205,"189,23",1
33701194,4,"14,17","56,67",1
33701287,4,"16,67","66,67",1
33748834,4,"8,33",100,1
33748894,1,"68,33","136,67",1
33758739,1,"133,42","228,71",1
33758852,3,"37,5",150,1
33758886,6,"62,5",375,1
33767910,4,"33,33",100,1
33767960,4,30,120,1
33776505,2,50,300,1
33783776,3,"54,17","162,5",1
33783817,3,"56,67","35,79",1
33799949,3,"80,83","74,62",1
33800052,3,"63,33",95,1
33800106,4,15,90,1
33810945,6,"8,33",100,1
33810962,1,"81,75",109,1
33811132,3,"58,33",175,1
33819962,1,"150,67","200,89",1
33828364,2,84,"201,6",1
33837732,4,"33,33",80,1
33845120,4,"33,33",100,1
33861441,4,"33,33",100,1
33861534,2,"58,33","233,33",1
33880854,3,50,200,1
33888883,3,40,120,1
33888907,4,"16,67",100,1
33896511,6,"233,42","400,14",1
33910670,4,"29,17",50,1
33927445,3,"54,17","108,33",1
33927462,6,"208,42","833,67",1
33927547,6,"112,58","225,17",1
33936726,1,"246,5","246,5",1
33936753,4,25,100,1
33936862,6,50,600,1
33953596,6,"175,08","350,17",1
33960705,1,"105,08","126,1",1
33975305,3,"29,17",350,1
33975491,3,70,"93,33",1
33975591,4,"15,83",95,1
33984814,6,"137,5",330,1
33994248,1,"98,33","168,57",1
33994485,6,"8,33",100,1
34002824,3,"37,5",225,1
34010941,3,"73,33",80,1
34018320,3,"16,67",200,1
34018413,1,"107,5","184,29",1
34018472,6,"166,67",400,1
34026714,1,"141,67","283,33",1
34044653,1,"191,75","287,63",1
34044670,3,"54,17",325,1
34054182,6,"202,5","220,91",1
34054251,4,"20,83","35,71",1
34063054,3,"66,67",80,1
34071796,3,"41,67",125,1
34079773,1,"195,92","335,86",1
34097998,3,75,90,1
34098143,3,"37,5",90,1
34107783,4,20,80,1
34115122,6,"62,5",375,1
34115162,2,"87,5",350,1
34115285,6,"16,67",100,1
34115409,3,50,200,1
34124497,6,"245,92","590,2",1
34124663,1,"182,58","168,54",1
34124692,1,"100,83","201,67",1
34133026,4,"33,33",200,1
34133075,4,25,150,1
34133084,2,"83,33",250,1
34138836,2,"75,08","300,33",1
34139017,3,"45,83",275,1
34156142,1,60,72,1
34186988,4,"2,5",30,1
34195103,1,"195,92","335,86",1
34195134,6,125,375,1
34203978,3,"70,83","121,43",1
34204056,3,"34,17","51,25",1
34204080,4,"26,67","53,33",1
34212231,4,"22,5",90,1
34219910,3,45,108,1
34220156,2,"66,67",400,1
34230816,3,"43,33","173,33",1
34230823,3,50,200,1
34230906,1,"138,08","165,7",1
34230921,2,"83,33",250,1
34240931,4,"9,17","27,5",1
34251467,4,"25,83",62,1
34258974,1,"96,75","193,5",1
34259030,4,"32,5","97,5",1
34259067,5,"5,83","23,33",1
34259105,3,"40,83","37,69",1
34259136,4,"54,17",65,1
34259182,3,"54,17","162,5",1
34266082,4,35,105,1
34266094,2,"108,33",260,1
34266112,4,"14,17","42,5",1
34266177,5,"8,33",100,1
34274918,5,"16,67",200,1
34274938,1,"212,58","283,44",1
34274974,4,"34,17",82,1
34275026,3,"58,33","233,33",1
34283011,1,"70,83","141,67",1
34283048,1,"89,17","178,33",1
34295516,4,"32,5","55,71",1
34295683,3,"45,83","183,33",1
34295706,1,200,400,1
34305820,4,"19,17",115,1
34305973,3,"33,33",200,1
34306023,3,50,200,1
34315667,4,"11,67",35,1
34315679,2,"195,83",470,1
34315713,1,160,160,1
34315871,3,"35,83","107,5",1
34316033,3,50,200,1
34328397,2,"54,17",325,1
34328398,3,"51,67","206,67",1
34328545,6,"57,5","98,57",1
34328570,2,"116,67",280,1
34328676,2,"96,42","289,25",1
34333353,3,"45,83","183,33",1
34333467,3,"36,67","146,67",1
34333488,1,"225,08","150,06",1
34351299,6,"710,67","160,91",1
34351372,1,"180,67","108,4",1
34363090,4,"28,33","42,5",1
34363316,4,35,105,1
34373057,3,75,300,1
34373063,1,"190,92","143,19",1
34373077,3,"39,75","238,5",1
34382769,4,"20,83","62,5",1
34383046,2,"216,67",650,1
34401058,3,"41,67",100,1
34419421,4,"13,33",32,1
34419704,4,25,150,1
34431824,3,"57,5",69,1
34442038,4,"33,33",100,1
34442047,3,"33,33","133,33",1
34459903,4,25,150,1
34476601,1,"166,75","333,5",1
34476629,4,"37,5",150,1
34476641,2,"66,67",200,1
34484957,3,"66,67","114,29",1
34484981,4,"30,83","123,33",1
34496313,4,"7,5",90,1
34505599,2,"66,67",200,1
34505672,3,"41,67","166,67",1
34514318,3,"54,17","92,86",1
34514343,4,"29,17","116,67",1
34523017,1,"170,92","256,38",1
34523201,2,"66,67",200,1
34531835,3,"41,67",250,1
34531858,1,"127,5","191,25",1
34541414,3,"54,17","162,5",1
34550242,1,"233,33","311,11",1
34561948,4,"29,17",175,1
34561978,3,"45,83","61,11",1
34581572,2,"91,67",275,1
34581622,3,"54,17","162,5",1
34589987,3,"49,17",118,1
34599929,1,"137,25","274,5",1
34599956,3,"25,58","153,5",1
34615489,4,25,75,1
34615522,3,"28,08","168,5",1
34615620,4,"8,33",100,1
34615813,4,"8,33",100,1
34628762,3,"47,5","40,71",1
34628815,1,"350,08","700,17",1
34628847,2,"83,33","333,33",1
34638420,3,"58,33","233,33",1
34638499,2,"62,5",375,1
34638505,1,"135,92","108,73",1
34638512,6,"167,33","223,11",1
34638562,4,"23,33","93,33",1
34657680,3,"33,33",200,1
34657862,3,"41,67",125,1
34666324,4,"33,33",50,1
34666371,1,"116,67",200,1
34666559,4,"12,5",150,1
34676451,3,"45,83",110,1
34685054,4,"8,33",100,1
34685135,4,"23,33",56,1
34696248,1,"175,08","210,1",1
34705564,6,"133,33","533,33",1
34705643,1,"119,17",143,1
34705657,3,"56,42","112,83",1
34723057,2,250,1000,1
34731404,1,"131,42","262,83",1
34731514,4,"30,83","92,5",1
34749159,4,"7,5",45,1
34763187,5,"7,5",45,1
34763282,4,"16,67",100,1
34763297,3,"33,33",200,1
34763306,3,"37,5",225,1
34763549,3,25,300,1
34763582,5,"4,17",50,1
34763592,2,"54,17",325,1
34777212,3,"37,5",225,1
34777220,3,"29,17",350,1
34777304,4,"16,67",50,1
34786212,4,"23,33",70,1
34794425,5,"5,83",70,1
34811603,2,"108,42","325,25",1
34823804,6,"133,33",400,1
34823855,4,"17,5",70,1
34823944,4,"8,33",50,1
34824069,2,"88,33",265,1
34824085,1,"116,75","233,5",1
34835075,4,55,110,1
34835104,4,"68,33","102,5",1
34845666,1,"112,58","150,11",1
34864974,3,"16,67",200,1
34873787,3,50,120,1
34873796,3,"47,5","142,5",1
34873878,6,"58,33",350,1
34873908,3,"41,67",250,1
34882912,3,"46,42","278,5",1
34883074,3,"16,67",200,1
34883100,3,"61,67","105,71",1
34883264,4,"9,17",55,1
34883285,1,"113,33","226,67",1
34883304,5,"12,5",50,1
34883316,1,"85,83","147,14",1
34883636,3,"37,5",90,1
34944089,1,"180,67",271,1
34944120,4,5,60,1
34955013,5,"8,33",100,1
34955242,2,"120,92","290,2",1
34969279,2,"91,67",220,1
34969346,4,"33,33",100,1
34969489,3,35,140,1
34979947,4,"33,33",200,1
34980133,1,"79,17","158,33",1
34980170,2,"54,17","216,67",1
34980214,4,"6,67",40,1
34991766,2,"70,83","283,33",1
34991792,5,"6,67",40,1
34991800,4,"16,67",200,1
34991811,4,"8,33",100,1
35013320,4,"33,33","133,33",1
35013407,4,"29,17","116,67",1
35013607,1,"104,17","156,25",1
35013623,4,"23,92",41,1
35013731,3,"37,5",225,1
35013800,4,"12,5",50,1
35013912,3,"36,42","87,4",1
35029060,5,"0,83",10,1
35029143,5,10,60,1
35029167,3,"64,17","51,33",1
35029289,4,"34,17","102,5",1
35029456,6,"227,33","194,86",1
35040427,1,"88,17","176,33",1
35054760,3,"54,17","162,5",1
35055208,4,"34,17",82,1
35070054,1,"60,83","91,25",1
35070195,4,25,100,1
35070294,3,"41,67",125,1
35070448,4,25,50,1
35084768,5,"6,67",80,1
35084850,4,"43,33","74,29",1
35085010,5,"5,83",70,1
35097404,2,100,240,1
35097414,1,"170,83","78,85",1
35109031,2,"91,67",275,1
35109124,1,"79,17","158,33",1
35109343,4,"16,67",200,1
35109391,4,"16,67",100,1
35109460,6,"237,5",570,1
35109509,2,"87,5","262,5",1
35126291,3,"41,67",250,1
35126421,4,"20,83",50,1
35141358,5,5,60,1
35212169,6,"81,67",245,1
35212665,1,"199,17","298,75",1
35212782,4,"31,67",95,1
35212875,4,25,75,1
35232547,2,"91,67",220,1
35232562,2,"66,67",200,1
35247635,3,25,300,1
35247766,3,"59,17","118,33",1
35247888,4,"33,33",100,1
35262594,6,"83,33",250,1
35262615,4,"24,17",145,1
35262664,6,"212,5",510,1
35281335,2,"66,67",400,1
35281346,1,80,"137,14",1
35281493,2,"54,17","216,67",1
35303438,3,"52,5",63,1
35303560,3,"65,83","112,86",1
35303654,4,"20,83",125,1
35303662,3,"44,17","31,18",1
35362380,4,"32,5",65,1
35362381,4,25,150,1
35362644,6,"275,08","366,78",1
35362704,1,"108,33","185,71",1
35362822,3,55,165,1
35382648,3,"61,67",185,1
35401951,3,"43,33",130,1
35402043,6,20,120,1
35402105,2,"102,5",410,1
35402187,5,"8,33",100,1
35402284,4,"45,83","68,75",1
35420802,4,"57,5","98,57",1
35421211,4,"33,33",100,1
35438965,4,10,120,1
35438999,3,"90,08","98,27",1
35497445,2,"66,67",200,1
35497567,3,55,165,1
35498045,3,"70,83",85,1
35523162,1,"87,5",175,1
35549148,1,"120,83","207,14",1
35549195,4,25,100,1
35567038,1,100,"171,43",1
35567171,1,"160,92","96,55",1
35567416,1,"150,08","100,06",1
35567436,1,"179,25","358,5",1
35567503,3,"22,5",270,1
35583765,3,"58,33","53,85",1
35584013,4,25,150,1
35584032,5,5,60,1
35601391,4,"19,17",46,1
35601548,5,10,40,1
35601570,2,"37,5",225,1
35601583,4,25,150,1
35639129,4,"33,33",200,1
35639211,1,"101,75","152,63",1
35662711,4,"16,67",200,1
35662799,2,"66,67","266,67",1
35662911,3,"33,33",200,1
35687200,1,"254,25","305,1",1
35713014,1,"105,92","115,55",1
35713295,4,"16,67",200,1
35713333,2,"120,83","362,5",1
35713399,6,"125,08","500,33",1
35713636,3,"47,5",114,1
35736553,5,5,60,1
35736667,3,"37,5","112,5",1
35737262,4,25,150,1
35782071,4,"20,83","62,5",1
35782084,4,"20,83",250,1
35802857,4,10,60,1
35803533,3,50,150,1
35803550,3,"41,67","166,67",1
35803667,3,"41,67","166,67",1
35803963,4,15,30,1
35834107,4,"33,33","44,44",1
35834486,5,"3,33",40,1
35834535,4,30,90,1
35860514,2,"170,92","410,2",1
35860561,4,"54,17","92,86",1
35860724,5,"3,33",40,1
35860763,4,"16,67",100,1
35890471,4,"15,83","47,5",1
35890493,3,25,150,1
35890573,2,115,276,1
35890633,4,"33,33",100,1
35921035,1,"64,17","85,56",1
35921136,6,"45,83","183,33",1
35976989,1,100,200,1
35977866,4,"20,83",125,1
35978070,3,"37,5","112,5",1
35978088,2,"83,33",250,1
36015535,2,"144,17",346,1
36015661,5,"4,17",50,1
36015938,1,"83,42","166,83",1
36047813,4,"33,33","66,67",1
36047883,4,"17,5","23,33",1
36048224,3,"77,25","84,27",1
36078184,3,"46,42","278,5",1
36078291,6,"283,33",425,1
36078320,4,"41,67","62,5",1
36103323,1,"84,17","144,29",1
36103332,5,"3,33",40,1
36103417,4,"28,33",68,1
36126742,3,"41,67",250,1
36126846,3,"54,17","162,5",1
36144744,4,25,100,1
36144815,1,"108,33","76,47",1
36144997,5,5,60,1
36173616,4,"20,83",125,1
36173855,5,"3,33",20,1
36195968,4,"59,17","88,75",1
36217031,6,"286,67","573,33",1
36217376,1,"91,67","183,33",1
36217507,2,125,375,1
36237057,2,"125,58","301,4",1
36237324,3,"62,5",150,1
36237343,4,"24,17",145,1
36256618,4,25,150,1
36256683,2,"133,33",800,1
36256700,3,"58,33",175,1
36256724,4,25,100,1
36256795,3,"45,83",110,1
36274544,5,"8,33",100,1
36274643,4,"33,33",50,1
36288666,6,"12,5",75,1
36288807,3,"33,33","133,33",1
36288822,3,"55,83","223,33",1
36288867,1,"95,83","164,29",1
36289324,4,25,100,1
36308990,6,"54,17",325,1
36308991,6,"304,17","1216,67",1
36309008,6,"33,33",200,1
36309089,1,"121,67","112,31",1
36327926,4,"18,33",110,1
36327985,1,"114,17","195,71",1
36328028,1,"192,25","128,17",1
36328102,3,"33,33","133,33",1
36328273,1,"93,08","186,17",1
36346234,3,"33,33",200,1
36361130,2,100,300,1
36361133,2,"83,33",200,1
36361172,5,"8,33",100,1
36361300,1,"107,5","107,5",1
36361321,1,"98,33","147,5",1
36361465,4,20,120,1
36374387,1,"70,83","141,67",1
36374507,6,"54,17",325,1
36374512,3,"39,17","117,5",1
36374528,1,"108,33","216,67",1
36374543,4,15,180,1
36388845,4,"17,5",70,1
36403985,6,"79,17","118,75",1
36404326,3,25,150,1
36404406,3,"62,5",250,1
36420653,1,"84,17","144,29",1
36420666,3,"54,17",325,1
36420669,6,150,200,1
36420789,2,"79,17","316,67",1
36436681,5,"5,83","23,33",1
36436731,1,"137,5",275,1
36436811,2,"66,67",200,1
36466642,4,"8,33",100,1
36480355,1,"120,83","103,57",1
36480367,3,"68,33","102,5",1
36480541,4,"14,17","42,5",1
36496336,4,25,150,1
36509185,5,"8,33",100,1
36509594,6,"8,33",100,1
36526049,3,"20,83",250,1
36526126,4,"19,17",115,1
36554655,6,75,"128,57",1
36565639,6,200,200,1
36590111,3,"33,33",200,1
36601823,4,15,45,1
36601858,3,"33,33",200,1
36602136,1,105,180,1
36615866,5,"6,67",40,1
36615922,3,"38,92","116,75",1
36616021,1,80,160,1
36641155,2,75,225,1
36652483,6,"34,17",82,1
36652620,3,40,96,1
36661977,1,"188,33","282,5",1
36662038,3,"37,5","112,5",1
36683056,1,125,"166,67",1
36683133,3,"56,67","97,14",1
36708612,6,"54,17","162,5",1
36718799,6,"341,75","1025,25",1
36728581,5,"8,33",50,1
36728670,4,"24,17","41,43",1
36749427,4,"33,33",100,1
36757478,1,"112,5",225,1
36757517,4,25,100,1
36757616,3,"41,67",100,1
36769744,6,"85,83","257,5",1
36779310,4,"26,67","106,67",1
36779361,1,"83,08","166,17",1
36779363,2,"66,67","266,67",1
36788440,4,"13,33",40,1
36788447,1,"80,83","69,29",1
36788456,4,"15,83",95,1
36788558,6,"229,17","392,86",1
36797206,1,75,100,1
36797249,4,"12,5",75,1
36817057,2,"58,33","233,33",1
36817095,3,50,150,1
36825659,3,"80,58","120,88",1
36838041,4,25,100,1
36858483,6,"104,17","156,25",1
36858506,4,"62,5",125,1
36858592,3,"48,33",145,1
36858645,2,"83,33","333,33",1
36867792,3,50,200,1
36867946,6,"315,83","126,33",1
36877804,1,150,"257,14",1
36898162,4,"16,67",100,1
36898227,3,"74,17","98,89",1
36920011,3,"66,67","53,33",1
36920042,3,"50,83",122,1
36929613,4,"33,33",200,1
36929790,1,"81,67","163,33",1
36939295,3,50,300,1
36939385,1,"121,42","161,89",1
36939389,3,"29,17",350,1
36939430,2,"108,33",650,1
36948562,3,"62,5",150,1
36959633,4,25,150,1
36967786,3,"33,33","133,33",1
36967847,2,"91,67",220,1
36979748,2,75,450,1
36979817,2,"104,25","312,75",1
36989471,2,75,300,1
36989571,2,"79,17","237,5",1
36998833,2,"96,67",232,1
37006828,4,30,40,1
37006868,5,"6,67",40,1
37006873,2,"83,33","333,33",1
37014412,4,"27,5",66,1
37014445,4,"23,33","93,33",1
37034932,4,"34,17",82,1
37035199,3,30,60,1
37046826,6,"141,75","283,5",1
37046907,6,"279,17","372,22",1
37056712,3,"56,67",170,1
37056794,1,"91,67","183,33",1
37056818,2,85,204,1
37056825,3,"37,5","112,5",1
37066108,6,"62,5",250,1
37075418,1,"117,5","88,13",1
37075454,5,"14,17",85,1
37075499,6,"16,67",200,1
37095745,4,"8,33",100,1
37104161,3,"62,5",150,1
37104261,4,"20,83",125,1
37104284,4,25,150,1
37104368,4,"29,17",175,1
37104463,4,25,150,1
37104497,3,"41,67",250,1
37116656,4,"16,67",50,1
37116724,4,"8,33",100,1
37126150,4,"29,17",350,1
37136769,4,"33,33","66,67",1
37136780,3,"33,33",200,1
37136890,5,"1,67",20,1
37136939,1,"129,17",155,1
37146884,3,"64,17",77,1
37146886,2,"66,67",200,1
37146896,2,"89,75","269,25",1
37146926,3,"37,5","112,5",1
37146994,2,"120,83","483,33",1
37147028,3,"12,5",150,1
37155890,3,"30,83",185,1
37155927,6,"66,67",200,1
37167003,2,"95,83","383,33",1
37176596,4,25,150,1
37176702,3,"58,92","176,75",1
37176758,6,"191,67","176,92",1
37176860,4,"33,33",200,1
37176881,3,"41,67",100,1
37188791,3,35,140,1
37189100,4,25,100,1
37199464,2,"116,67",350,1
37199602,1,"179,17",215,1
37199625,3,"50,83","101,67",1
37199628,1,175,150,1
37199750,3,"23,33",140,1
37212579,2,"70,92","212,75",1
37222346,1,"158,33",190,1
37222396,3,"33,33",200,1
37230615,3,25,150,1
37256810,3,"24,17",145,1
37256969,2,"66,67","266,67",1
37257041,4,"14,17",85,1
37257157,4,15,90,1
37257163,6,"41,67",250,1
37257208,2,"69,17",166,1
37269684,5,"9,75","58,5",1
37269685,3,50,200,1
37269768,3,"62,5",150,1
37269871,2,"96,42","289,25",1
37280891,2,"91,67",275,1
37280975,2,"62,5",375,1
37281100,6,"308,33",370,1
37290978,6,"33,33",200,1
37291083,3,"45,83","137,5",1
37301595,2,"66,67",400,1
37311075,5,"8,33",100,1
37319135,6,25,150,1
37319350,4,"20,83",125,1
37319561,4,"12,5",150,1
37332019,1,"145,83","194,44",1
37332105,6,100,300,1
37332247,3,55,"94,29",1
37342574,4,"20,83","83,33",1
37342604,3,"41,67",500,1
37342675,4,25,100,1
37342860,6,50,300,1
37342877,3,"29,17",175,1
37352789,2,"66,67",400,1
37367078,4,"20,83",125,1
37372749,4,25,75,1
37372940,4,15,45,1
37372976,3,"54,17","216,67",1
37383356,4,"20,83",125,1
37390734,6,"61,67","41,11",1
37391003,4,"24,17","72,5",1
37402406,5,"8,33",100,1
37402678,1,"116,67","233,33",1
37402724,3,"41,67",125,1
37417990,4,"14,17",34,1
37418015,3,"33,33","133,33",1
37418076,6,"158,92","238,38",1
37418111,4,"13,33",40,1
37418140,3,"66,67",100,1
37418271,4,"12,5",75,1
37433503,1,"150,83","301,67",1
37433738,4,"20,83","83,33",1
37443753,3,50,200,1
37466557,4,"5,83",70,1
37466569,3,"61,67","92,5",1
37466709,3,"46,42","278,5",1
37466712,4,25,150,1
37466720,4,"4,17",50,1
37467015,4,"16,67",100,1
37478607,4,"32,5","97,5",1
37478699,4,"29,17",70,1
37486858,3,"80,83",97,1
37487055,1,"154,17","205,56",1
37501482,1,"133,33","145,45",1
37501592,3,"62,5",250,1
37501711,4,"23,33","93,33",1
37501722,1,"70,83","60,71",1
37501847,2,100,240,1
37501916,3,"62,5","187,5",1
37501919,3,"33,33",200,1
37502036,3,"41,67","166,67",1
37515977,2,"88,08","264,25",1
37523234,4,"14,17","42,5",1
37535673,2,"62,5",375,1
37545185,2,100,300,1
37545282,4,"9,17",110,1
37545350,4,15,90,1
37545462,4,"8,33",100,1
37545470,1,"79,17","135,71",1
37559172,4,"12,5",150,1
37559266,2,"41,67",250,1
37559526,3,"37,5",150,1
37572129,4,"20,83",250,1
37572201,4,25,60,1
37572203,6,"29,17","116,67",1
37584178,3,"58,33","233,33",1
37584355,6,"204,17","408,33",1
37596107,3,"47,5",190,1
37596139,3,"43,33",130,1
37596170,6,"708,33",500,1
37596230,3,"41,67","166,67",1
37596234,3,"41,67",125,1
37627964,3,"37,5",150,1
37628105,2,"77,5","232,5",1
37642739,4,"20,83",125,1
37642788,1,"683,33","1171,43",1
37654962,3,40,120,1
37666244,4,"33,33",400,1
37686630,4,"10,83","32,5",1
37686885,4,"15,83",95,1
37696264,2,"137,58","330,2",1
37696276,3,"45,83",275,1
37705834,3,"56,67",136,1
37706003,3,50,120,1
37706208,1,"193,33","257,78",1
37719817,2,"88,33","353,33",1
37719868,3,"45,83",275,1
37719924,1,"69,17","138,33",1
37720066,2,"75,58","302,33",1
37730571,1,"87,5","131,25",1
37730637,4,"8,33",50,1
37730660,3,"16,67",200,1
37730695,4,"29,17",175,1
37730878,2,"70,83","212,5",1
37742191,4,"16,67","66,67",1
37752649,3,"58,33",70,1
37752668,3,"66,67",100,1
37767868,3,40,60,1
37773105,4,25,100,1
37791336,3,"54,17","108,33",1
37791382,6,"33,33",200,1
37791412,3,"41,67",100,1
37791501,4,"16,67",100,1
37803442,4,"26,67","106,67",1
37803712,5,"2,5",30,1
37803762,1,70,140,1
37803788,6,"179,17","537,5",1
37808717,3,"54,17","162,5",1
37808739,4,"46,67","93,33",1
37808755,6,"254,17","381,25",1
37815601,3,"45,83",275,1
37825674,4,25,150,1
37825863,1,"258,92","282,45",1
37838188,3,"35,58","142,33",1
37838337,6,"174,17","522,5",1
37846490,2,"96,42","231,4",1
37855520,6,"83,33","333,33",1
37867463,4,"31,67",76,1
37867527,6,"108,33","433,33",1
37867528,6,"145,83",875,1
37867570,2,"70,83","283,33",1
37867583,3,"69,17","103,75",1
37867625,1,"339,17","203,5",1
37879376,3,"33,33",200,1
37879388,4,"35,83","71,67",1
37879466,3,"29,17",175,1
37879533,3,50,200,1
37879582,6,50,200,1
37889734,3,"33,33","133,33",1
37889775,6,50,200,1
37889793,4,"8,33",100,1
37889846,4,"24,17","96,67",1
37899170,3,25,300,1
37899422,6,"40,08","120,25",1
37916673,3,"66,67","114,29",1
37916732,2,"58,33",350,1
37923598,4,"16,67",100,1
37923611,1,"134,17",230,1
37936143,2,"72,5","217,5",1
37936159,4,"12,5",150,1
37936175,4,"20,83","83,33",1
37946440,3,"33,33",400,1
37946732,2,"66,67",400,1
37957443,5,"8,33",100,1
37957632,4,"14,17","42,5",1
37966971,4,"30,83","46,25",1
37967148,5,"8,33",50,1
37967157,3,"54,17","108,33",1
37977242,3,"60,83",146,1
37995790,3,"33,33","133,33",1
37995860,6,"3,33",40,1
37995891,4,"8,33",100,1
37995925,1,100,"171,43",1
37995926,5,5,60,1
37996054,2,"95,83","287,5",1
37996154,4,"57,5",115,1
37996158,6,"108,33","216,67",1
38009416,6,"33,33",200,1
38009516,5,5,60,1
38020879,3,"45,83","137,5",1
38020896,3,"54,17",130,1
38020956,1,"71,67","95,56",1
38021019,6,195,390,1
38021099,4,20,80,1
38033018,2,"83,33",200,1
38033111,5,"3,33",40,1
38033358,3,"37,5",225,1
38044475,2,50,300,1
38062334,1,"216,67",200,1
38062409,2,"66,67",200,1
38062432,4,"16,67",100,1
38062590,4,"21,67",52,1
38062655,4,"29,17",175,1
38062672,1,"70,83","141,67",1
38062674,4,15,90,1
38088612,1,"75,08","100,11",1
38088837,4,"4,17",50,1
38099963,4,"33,33","66,67",1
38110615,3,"62,5",150,1
38110951,3,45,180,1
38110987,5,"8,33",50,1
38120056,3,50,120,1
38120273,4,"16,67",50,1
38128834,3,"61,42","147,4",1
38128916,2,"63,33","253,33",1
38147711,6,"12,5",150,1
38147721,2,"66,67","266,67",1
38147811,1,"258,42","193,81",1
38160327,2,"42,5",255,1
38160466,6,25,150,1
38171611,4,75,100,1
38171906,4,25,300,1
38181528,4,"17,5",105,1
38181593,6,"166,75","222,33",1
38181600,1,"95,83","164,29",1
38192071,4,"16,67",100,1
38216476,3,"37,5",225,1
38227666,5,"6,67","26,67",1
38227843,2,"83,42","200,2",1
38247892,2,"137,5",825,1
38247936,1,"72,5",145,1
38266229,4,"8,33",100,1
38275458,2,"137,5","412,5",1
38275546,2,"54,17","216,67",1
38282617,1,"120,92","207,29",1
38282723,4,"25,83","77,5",1
38282766,4,"20,83",250,1
38301682,5,"11,67",70,1
38301712,1,"120,92","207,29",1
38301902,2,"62,5",250,1
38319368,2,"104,75","251,4",1
38319503,5,"4,17",50,1
38319529,4,"23,33","46,67",1
38319537,3,"38,08","228,5",1
38327844,2,"63,42","380,5",1
38327948,6,"70,83",425,1
38346988,4,"17,5",105,1
38346993,1,"108,42","118,27",1
38347025,3,"54,17",130,1
38347153,5,"3,33",40,1
38362140,6,"133,33",320,1
38401445,3,"46,42","92,83",1
38408683,3,"58,33",175,1
38439610,2,"64,17",154,1
38439627,4,"16,67","66,67",1
38439781,1,"96,42","115,7",1
38449217,3,"37,5",50,1
38465714,3,"43,33",104,1
38472591,4,"14,17",85,1
38472651,1,"172,58","258,88",1
38487146,1,"147,92","161,36",1
38487166,3,"45,83",275,1
38487338,6,"21,67",130,1
38487341,3,"90,83","121,11",1
38491338,4,"31,42","75,4",1
38491560,3,"33,33",200,1
38504047,3,"39,17","117,5",1
38504103,2,"83,42","250,25",1
38512936,4,"8,33",100,1
38520496,1,"129,17","119,23",1
38528979,2,"66,75","160,2",1
38537438,4,"20,83","83,33",1
38537506,2,"83,42","200,2",1
38537547,1,70,105,1
38548500,4,"28,33","56,67",1
38558214,4,"15,83","31,67",1
38558227,6,"150,08","200,11",1
38558400,1,"166,75","285,86",1
38558425,1,"108,33","185,71",1
38567948,3,"46,67",280,1
38568024,6,"108,42","260,2",1
38568042,2,"141,67",340,1
38576403,3,"54,17",130,1
38590974,4,"29,17",175,1
38591005,3,"58,33","233,33",1
38591040,3,"36,67",88,1
38591088,4,"29,17","87,5",1
38599064,5,"8,33",100,1
38599109,4,25,"37,5",1
38599120,4,"27,5","82,5",1
38599222,1,"137,58","183,44",1
38599317,1,"75,08","150,17",1
38599435,5,"6,67",40,1
38610479,6,"33,33",400,1
38620358,4,"33,33",80,1
38620480,2,"59,17","236,67",1
38620565,2,"56,67","226,67",1
38629803,3,"45,83",110,1
38629855,4,10,120,1
38638613,6,"29,17",175,1
38645924,4,"12,5",75,1
38645967,2,"104,25","250,2",1
38646024,2,"83,33","333,33",1
38654080,4,"33,33",80,1
38661179,3,"58,33",700,1
38661294,4,25,300,1
38661383,4,"45,83",50,1
38672105,3,"35,83","107,5",1
38672136,4,"16,67",200,1
38681764,3,"54,17","216,67",1
38681830,3,"54,17","108,33",1
38681869,2,"66,67",200,1
38694544,4,"31,67","63,33",1
38694592,4,"29,17","116,67",1
38704195,1,125,250,1
38704198,1,"100,92","201,83",1
38704210,6,"68,33","273,33",1
38704266,3,"49,17","147,5",1
38704359,4,"16,67",200,1
38704428,1,"66,67","133,33",1
38704463,2,"175,08","525,25",1
38731616,3,"58,33",175,1
38731675,3,"33,33",400,1
38731729,3,"45,83",275,1
38731733,4,"23,33","46,67",1
38731933,3,"39,17","58,75",1
38754866,4,35,70,1
38754875,3,"48,33",145,1
38754943,6,"55,83","51,54",1
38754960,3,"45,83",275,1
38754980,4,"12,5",150,1
38755042,3,"45,83",110,1
38755122,6,"20,83","83,33",1
38765859,2,80,240,1
38765919,4,"11,67",140,1
38765937,3,"52,5",126,1
38766052,2,25,300,1
38766071,2,"92,33","221,6",1
38776055,1,"159,83",137,1
38776056,4,"8,33",100,1
38776101,6,"137,5","412,5",1
38776175,3,"33,33",200,1
38785867,1,"158,33","316,67",1
38785877,3,"109,17","109,17",1
38785947,5,"4,17",50,1
38796590,4,"16,67",100,1
38805106,4,"58,33",100,1
38805268,2,"70,83",425,1
38817470,1,"179,17","307,14",1
38817545,2,"97,5","292,5",1
38817798,6,"53,33","106,67",1
38828772,2,"66,67",200,1
38828934,4,"8,33",50,1
38839123,4,"16,67",200,1
38839131,6,"12,5",150,1
